record_id,source,reference_or_doi,test_standard,energy_kJm3,gravel_pct,sand_pct,silt_pct,clay_pct,fines_pct,D10,D30,D50,D60,Cu,Cc,LL,PL,PI,uscs,Gs,Gs_imputed,MDD_Mgm3,OMC_frac,S_opt
th-00023,thesis-pdf,05eaa0ba544642d2.pdf,unknown,,,,,,,,,,,,1.92,,,,,2.68,True,1.51,0.275,0.95117094017094
th-00024,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,44.0,,14.0,,2.61,False,1.18,0.38,0.8184083916083917
th-00025,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,63.0,28.0,35.0,,2.71,False,1.37,0.34,0.9420283582089554
th-00026,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,72.0,33.0,39.0,,2.73,False,1.39,0.34,0.9628343283582088
th-00027,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,61.0,27.0,34.0,,2.72,False,1.53,0.28,0.9792
th-00028,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,71.0,33.0,38.0,,2.73,False,1.36,0.32,0.8672233576642336
th-00029,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,59.0,31.0,28.0,,2.73,False,1.58,0.25,0.9376956521739132
th-00030,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,59.0,30.0,29.0,,2.72,False,1.58,0.25,0.9424561403508772
th-00031,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,62.0,39.0,23.0,,2.66,False,1.55,0.243,0.9026027027027028
th-00032,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,63.0,40.0,23.0,,2.74,False,1.52,0.263,0.8978216393442622
th-00033,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,39.0,,9.0,,2.6,False,1.25,0.19,0.4574074074074074
th-00036,thesis-pdf,3a9b2315b7b2d24e.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,2.0,0.03,0.236470588235294
th-00037,thesis-pdf,a941be49df7381b3.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.58,0.22,0.8468800000000001
th-00038,thesis-pdf,a941be49df7381b3.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.64,0.165,0.6973153846153846
th-00039,thesis-pdf,a941be49df7381b3.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.72,0.154,0.7394566666666665
th-00040,thesis-pdf,a941be49df7381b3.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.81,0.151,0.8419204597701149
th-00041,thesis-pdf,a941be49df7381b3.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.88,0.143,0.9006139999999998
th-00042,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,,52.0,29.0,,,2.68,True,1.54,0.2269999999999999,0.8218196491228069
th-00043,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,,51.0,24.0,,,2.68,True,1.67,0.205,0.9084138613861384
th-00044,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,,33.45,22.24,,,2.68,True,1.72,0.17,0.8162833333333332
th-00045,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,,42.0,22.0,,,2.68,True,1.8,0.146,0.8003454545454545
th-00046,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.49,55.0,30.0,25.0,GC,2.68,True,1.46,0.263,0.8434970491803276
th-00047,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.41,76.0,40.0,36.0,MH,2.68,True,1.26,0.4,0.951211267605634
th-00048,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.37,90.0,32.0,58.0,CH,2.68,True,1.35,0.33,0.8976992481203009
th-00049,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.29,67.0,36.0,31.0,MH,2.68,True,1.3,0.36,0.9088695652173912
th-00050,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.18,84.0,36.0,48.0,CH,2.68,True,1.24,0.4,0.9231111111111108
th-00052,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.46,71.0,28.0,43.0,CH,2.68,True,1.45,0.31,0.9793983739837396
th-00053,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.29,64.0,33.0,31.0,MH,2.68,True,1.33,0.325,0.8580962962962964
th-00054,thesis-pdf,c14a63f3f7d12f07.pdf,unknown,,,,,,,,,,,,1.18,74.0,43.0,31.0,MH,2.68,True,1.37,0.29,0.8127969465648854
th-00056,thesis-pdf,c1557b7e8d624afd.pdf,unknown,,,,,,,,,,,,,,,20.0,,2.68,True,1.0091655000000002,0.57,0.922653451194598
th-00057,thesis-pdf,d3d4ec1d14357761.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.32,0.294,0.7647458823529412
th-00059,thesis-pdf,f82b9fa411410752.pdf,unknown,,,,,,,,,,,,,,,,,2.68,True,1.47,0.28,0.9116429752066114
tr_0000,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,40.0,15.0,,,45.0,,,,,,,45.0,16.0,29.0,,2.68,True,1.6106014271151885,0.125,0.5045373088801616
tr_0001,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,10.0,12.0,,,78.0,,,,,,,64.0,30.0,34.0,,2.68,True,1.5800203873598369,0.11,0.4234533120806613
tr_0002,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,23.0,15.0,,,62.0,,,,,,,40.0,19.0,21.0,,2.68,True,1.7329255861365953,0.147,0.7208550393938089
tr_0003,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,42.0,22.0,20.0,,2.68,True,1.6411824668705404,0.2,0.8468029987832163
tr_0004,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,4.0,,,96.0,,,,,,,33.0,19.0,14.0,,2.68,True,1.6309887869520896,0.195,0.8125315816068719
tr_0005,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,31.0,,,69.0,,,,,,,36.0,19.0,17.0,,2.68,True,1.6309887869520896,0.1939999999999999,0.8083647529832464
tr_0006,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,46.0,24.0,,,30.0,,,,,,,43.0,25.0,18.0,,2.68,True,1.885830784913353,0.142,0.9036761308209672
tr_0007,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,48.0,16.0,,,36.0,,,,,,,52.0,27.0,25.0,,2.68,True,1.6309887869520896,0.172,0.7166945232634971
tr_0008,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,57.0,24.0,,,19.0,,,,,,,25.0,15.0,10.0,,2.68,True,2.0489296636085625,0.094,0.8179220779220773
tr_0010,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,28.0,38.0,,,34.0,,,,,,,25.0,12.0,13.0,,2.68,True,1.926605504587156,0.12,0.822406234778373
tr_0011,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,25.0,32.0,,,43.0,,,,,,,27.0,12.0,15.0,,2.68,True,1.9164118246687047,0.135,0.9080258450365768
tr_0012,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,22.0,,,78.0,,,,,,,27.0,18.0,9.0,,2.68,True,1.7737003058103973,0.16,0.8391955729518149
tr_0013,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,44.0,17.0,,,39.0,,,,,,,31.0,19.0,12.0,,2.68,True,1.7023445463812434,0.184,0.858646202610835
tr_0014,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,6.0,,,94.0,,,,,,,77.0,41.0,36.0,,2.68,True,1.294597349643221,0.37,0.9266062336286308
tr_0015,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,78.0,41.0,37.0,,2.68,True,1.3047910295616718,0.38,0.9662525572983068
tr_0016,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,11.0,,,89.0,,,,,,,41.0,18.0,23.0,,2.68,True,1.5800203873598369,0.24,0.9238981354487156
tr_0017,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,12.0,,,88.0,,,,,,,40.0,18.0,22.0,,2.68,True,1.5800203873598369,0.241,0.9277477110130852
tr_0018,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,15.0,,,85.0,,,,,,,40.0,15.0,25.0,,2.68,True,1.529051987767584,0.235,0.8366989053034328
tr_0019,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,14.0,,,86.0,,,,,,,41.0,15.0,26.0,,2.68,True,1.5800203873598369,0.238,0.9161989843199762
tr_0020,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,12.0,,,88.0,,,,,,,40.0,15.0,25.0,,2.68,True,1.5800203873598369,0.242,0.9315972865774548
tr_0021,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,12.0,,,88.0,,,,,,,43.0,21.0,22.0,,2.68,True,1.5902140672782874,0.241,0.9424671680323268
tr_0022,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,13.0,17.0,,,70.0,,,,,,,36.0,17.0,19.0,,2.68,True,1.7227319062181443,0.19,0.9163734719086756
tr_0023,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,8.0,,,92.0,,,,,,,36.0,24.0,12.0,,2.68,True,1.5800203873598369,0.201,0.7737646884382993
tr_0024,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,6.0,,,94.0,,,,,,,57.0,29.0,28.0,,2.68,True,1.600407747196738,0.235,0.9336272991653132
tr_0025,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,6.0,,,94.0,,,,,,,54.0,24.0,30.0,,2.68,True,1.6106014271151885,0.212,0.8556952758607541
tr_0026,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,4.0,,,96.0,,,,,,,68.0,28.0,40.0,,2.68,True,1.5188583078491336,0.244,0.8553752150858589
tr_0027,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,63.0,37.0,26.0,,2.68,True,1.508664627930683,0.245,0.845692205938664
tr_0028,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,4.0,,,96.0,,,,,,,61.0,34.0,27.0,,2.68,True,1.437308868501529,0.266,0.8245240673294615
tr_0029,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,60.0,34.0,26.0,,2.68,True,1.437308868501529,0.27,0.8369229254847919
tr_0030,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,60.0,34.0,26.0,,2.68,True,1.437308868501529,0.26,0.8059257800964662
tr_0031,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,61.0,18.0,,,21.0,,,,,,,25.0,17.0,8.0,,2.68,True,1.8960244648318043,0.13,0.8425963488843814
tr_0032,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,10.0,,,90.0,,,,,,,60.0,25.0,35.0,,2.68,True,1.4678899082568806,0.244,0.7919103844989402
tr_0033,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,11.0,,,89.0,,,,,,,42.0,22.0,20.0,,2.68,True,1.5800203873598369,0.22,0.8469066241613226
tr_0034,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,19.0,,,81.0,,,,,,,42.0,21.0,21.0,,2.68,True,1.5800203873598369,0.228,0.8777032286762797
tr_0035,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,21.0,29.0,,,50.0,,,,,,,24.0,19.0,5.0,,2.68,True,1.8654434250764529,0.128,0.7856074485658511
tr_0036,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,63.0,17.0,,,20.0,,,,,,,34.0,28.0,6.0,,2.68,True,1.957186544342508,0.1119999999999999,0.8127534269757997
tr_0037,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,36.0,26.0,,,38.0,,,,,,,32.0,19.0,13.0,,2.68,True,1.8144750254842,0.145,0.8146558628162245
tr_0038,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,7.0,,,93.0,,,,,,,37.0,26.0,11.0,,2.68,True,1.620795107033639,0.204,0.8365908303499248
tr_0039,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,4.0,,,96.0,,,,,,,56.0,25.0,31.0,,2.68,True,1.620795107033639,0.23,0.9432151518651114
tr_0040,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,55.0,23.0,32.0,,2.68,True,1.5800203873598369,0.216,0.831508321903844
tr_0041,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,3.0,,,97.0,,,,,,,67.0,29.0,38.0,,2.68,True,1.4984709480122322,0.242,0.8225344238534007
tr_0042,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,3.0,,,97.0,,,,,,,61.0,37.0,24.0,,2.68,True,1.5188583078491336,0.242,0.8483639428310566
tr_0043,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,25.0,,,75.0,,,,,,,42.0,26.0,16.0,,2.68,True,1.4475025484199795,0.285,0.897042379329738
tr_0044,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,20.0,,,80.0,,,,,,,51.0,29.0,22.0,,2.68,True,1.4271151885830784,0.315,0.9615972922836592
tr_0045,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,21.0,,,79.0,,,,,,,47.0,23.0,24.0,,2.68,True,1.437308868501529,0.305,0.9454129343439314
tr_0046,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,15.0,,,85.0,,,,,,,43.0,23.0,20.0,,2.68,True,1.4475025484199795,0.28,0.881304793727462
tr_0047,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,30.0,,,70.0,,,,,,,36.0,19.0,17.0,,2.68,True,1.4169215086646278,0.308,0.9259786293056138
tr_0048,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,16.0,,,84.0,,,,,,,35.0,17.0,18.0,,2.68,True,1.549439347604485,0.2189999999999999,0.8043769610848625
tr_0049,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,21.0,,,79.0,,,,,,,36.0,13.0,23.0,,2.68,True,1.6921508664627931,0.18,0.8263342551698516
tr_0050,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,19.0,,,81.0,,,,,,,38.0,17.0,21.0,,2.68,True,1.6615698267074417,0.186,0.8132706089602436
tr_0051,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,26.0,8.0,,,66.0,,,,,,,37.0,16.0,21.0,,2.68,True,1.600407747196738,0.218,0.8660883030554819
tr_0052,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,22.0,,,78.0,,,,,,,40.0,18.0,22.0,,2.68,True,1.6411824668705404,0.214,0.9060792086980416
tr_0053,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,17.0,23.0,,,60.0,,,,,,,38.0,17.0,21.0,,2.68,True,1.7023445463812434,0.2,0.933311089794386
tr_0054,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,26.0,,,74.0,,,,,,,32.0,14.0,18.0,,2.68,True,1.7227319062181443,0.175,0.8440281978106222
tr_0055,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,4.0,,,96.0,,,,,,,50.0,19.0,31.0,,2.68,True,1.529051987767584,0.213,0.758369646083537
tr_0056,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,5.0,,,95.0,,,,,,,43.0,13.0,30.0,,2.68,True,1.6921508664627931,0.205,0.94110290172122
tr_0057,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,3.0,,,97.0,,,,,,,40.0,16.0,24.0,,2.68,True,1.6615698267074417,0.192,0.8395051447331546
tr_0058,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,9.0,,,91.0,,,,,,,45.0,36.0,9.0,,2.68,True,1.3455657492354738,0.2769999999999999,0.7485525712714267
tr_0060,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,5.4,26.6,,,68.0,,,,,,,39.0,24.0,15.0,,2.68,True,1.7023445463812434,0.211,0.9846431997330772
tr_0061,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,39.0,,,61.0,,,,,,,39.0,29.0,10.0,,2.68,True,1.6513761467889907,0.1939999999999999,0.8346914020692109
tr_0062,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,35.0,,,65.0,,,,,,,34.0,25.0,9.0,,2.68,True,1.6921508664627931,0.203,0.9319214099971106
tr_0063,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,34.0,,,66.0,,,,,,,50.0,32.0,18.0,,2.68,True,1.6615698267074417,0.193,0.8438775673619732
tr_0064,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,6.4,28.6,,,65.0,,,,,,,40.0,23.0,17.0,,2.68,True,1.7125382262996942,0.174,0.8254494879251486
tr_0065,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,21.0,,,79.0,,,,,,,51.0,31.0,20.0,,2.68,True,1.4984709480122322,0.233,0.7919443006522413
tr_0066,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,45.0,37.0,,,18.0,,,,,,,27.0,17.0,10.0,,2.68,True,2.1202854230377164,0.089,0.903550666569534
tr_0067,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,45.0,34.0,,,21.0,,,,,,,31.0,18.0,13.0,,2.68,True,2.099898063200816,0.083,0.8052055949954321
tr_0068,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,22.0,33.0,,,45.0,,,,,,,43.0,22.0,21.0,,2.68,True,1.7737003058103973,0.168,0.8811553515994056
tr_0071,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,60.0,23.0,,,17.0,,,,,,,26.0,21.0,5.0,,2.68,True,2.018348623853211,0.114,0.9319800332778696
tr_0072,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,42.0,32.0,,,26.0,,,,,,,33.0,16.0,17.0,,2.68,True,2.059123343527013,0.089,0.7910461679910679
tr_0073,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,66.0,8.0,,,26.0,,,,,,,32.0,17.0,15.0,,2.68,True,1.845056065239552,0.1169999999999999,0.6929037456658689
tr_0074,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,64.0,15.0,,,21.0,,,,,,,31.0,17.0,14.0,,2.68,True,1.763506625891947,0.156,0.8044650086755349
tr_0076,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,8.0,26.0,,,66.0,,,,,,,35.3,28.4,6.9,,2.68,True,1.7737003058103973,0.168,0.8811553515994056
tr_0077,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,11.0,,,89.0,,,,,,,37.0,21.0,16.0,,2.68,True,1.6106014271151885,0.228,0.9202760513974148
tr_0078,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,2.0,31.0,,,67.0,,,,,,,36.0,20.0,16.0,,2.68,True,1.6513761467889907,0.221,0.950859793078844
tr_0079,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,2.0,24.0,,,74.0,,,,,,,37.0,19.0,18.0,,2.68,True,1.620795107033639,0.24,0.9842245062940292
tr_0080,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,31.0,,,69.0,,,,,,,36.0,22.0,14.0,,2.68,True,1.6513761467889907,0.179,0.77015340706386
tr_0081,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,23.0,,,77.0,,,,,,,51.2,19.200000000000003,32.0,,2.68,True,1.6615698267074417,0.168,0.7345670016415103
tr_0082,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,23.0,,,77.0,,,,,,,53.3,20.4,32.9,,2.68,True,1.6513761467889907,0.179,0.77015340706386
tr_0083,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,21.4,30.6,,,48.0,,,,,,,36.0,20.0,16.0,,2.68,True,1.7737003058103973,0.1689999999999999,0.886400323930354
tr_0084,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,13.0,,,87.0,,,,,,,42.4,26.6,15.8,,2.68,True,1.6717635066258918,0.16,0.7109960771626156
tr_0085,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,2.0,39.0,,,59.0,,,,,,,41.0,31.0,10.0,,2.68,True,1.5800203873598369,0.214,0.8238091707751046
tr_0086,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,41.3,28.7,,,30.0,,,,,,,39.0,23.0,16.0,,2.68,True,1.783893985728848,0.134,0.7149064931519316
tr_0087,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,2.0,,,98.0,,,,,,,71.0,27.0,44.0,,2.68,True,1.294597349643221,0.301,0.753806692762751
tr_0088,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,10.0,,,90.0,,,,,,,43.0,17.0,26.0,,2.68,True,1.6106014271151885,0.186,0.7507515156136805
tr_0089,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,31.0,,,69.0,,,,,,,34.0,19.0,15.0,,2.68,True,1.7125382262996942,0.154,0.7305702364394994
tr_0090,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,2.0,10.0,,,88.0,,,,,,,42.0,15.0,27.0,,2.68,True,1.6819571865443423,0.183,0.8265167299914202
tr_0091,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,7.0,14.0,,,79.0,,,,,,,39.0,14.0,25.0,,2.68,True,1.6819571865443423,0.181,0.817483760264738
tr_0092,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,4.0,16.0,,,80.0,,,,,,,44.0,16.0,28.0,,2.68,True,1.6615698267074417,0.175,0.7651739600432399
tr_0093,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,4.0,,,96.0,,,,,,,48.0,20.0,28.0,,2.68,True,1.6921508664627931,0.196,0.8997861889627276
tr_0094,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,16.0,,,84.0,,,,,,,45.0,17.0,28.0,,2.68,True,1.620795107033639,0.172,0.7053608961773875
tr_0095,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,26.0,,,74.0,,,,,,,38.0,21.0,17.0,,2.68,True,1.7227319062181443,0.181,0.8729663074498436
tr_0096,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,3.0,19.0,,,78.0,,,,,,,41.0,17.0,24.0,,2.68,True,1.7023445463812434,0.185,0.863312758059807
tr_0097,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,21.0,,,79.0,,,,,,,43.0,18.0,25.0,,2.68,True,1.6921508664627931,0.184,0.8446972386180706
tr_0098,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,26.0,,,74.0,,,,,,,36.0,13.0,23.0,,2.68,True,1.7023445463812434,0.174,0.8119806481211157
tr_0099,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,4.0,30.0,,,66.0,,,,,,,32.4,20.6,11.8,,2.68,True,1.7533129459734962,0.195,0.9887710652527828
tr_0101,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,31.0,,,69.0,,,,,,,46.0,25.0,21.0,,2.68,True,1.7329255861365953,0.12,0.5884530933827011
tr_0102,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,23.0,,,77.0,,,,,,,32.0,16.0,16.0,,2.68,True,1.8348623853211008,0.168,0.9775075987841944
tr_0104,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,13.0,,,87.0,,,,,,,52.0,27.0,25.0,,2.68,True,1.946992864424057,0.11,0.7830394392835287
tr_0105,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,10.0,,,90.0,,,,,,,60.0,28.0,32.0,,2.68,True,1.6717635066258918,0.14,0.6221215675172886
tr_0106,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,0.0,6.0,,,94.0,,,,,,,57.0,29.0,28.0,,2.68,True,1.82466870540265,0.162,0.9261886828431132
tr_0107,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,14.7,55.0,,,30.3,,,,,,,34.0,23.0,11.0,,2.68,True,1.8960244648318043,0.0898,0.5820396317678265
tr_0108,zenodo:10.5281/zenodo.20737270,Turkiye geotechnical/CBR dataset,SP,592.5,13.8,55.6,,,30.6,,,,,,,27.0,18.0,9.0,,2.68,True,2.0081549439347604,0.085,0.6808976148570735
