LL,PL,PI,fines_pct,sand_pct,log_energy,Gs,MDD_Mgm3,OMC_frac
28.1,17.200000000000003,10.9,4.1,,6.384350873009287,2.62,1.5800203873598369,0.084
34.8,26.9,7.9,1.9,,7.898522486532822,2.7,1.8960244648318043,0.138
34.8,26.9,7.9,1.9,,6.384350873009287,2.7,1.7023445463812434,0.16
150.5,39.2,111.3,100.0,,7.898522486532822,2.58,1.600407747196738,0.208
150.5,39.2,111.3,100.0,,5.872681011118015,2.58,1.325178389398573,0.322
150.5,39.2,111.3,100.0,,6.384350873009287,2.58,1.4067278287461773,0.285
152.8,48.20000000000002,104.6,88.7,,7.898522486532822,2.6,1.529051987767584,0.239
152.8,48.20000000000002,104.6,88.7,,5.872681011118015,2.6,1.253822629969419,0.368
152.8,48.20000000000002,104.6,88.7,,6.384350873009287,2.6,1.3353720693170232,0.326
32.0,21.8,10.2,2.8,,7.898522486532822,2.8,1.946992864424057,0.103
32.0,21.8,10.2,2.8,,6.384350873009287,2.8,1.7533129459734962,0.1119999999999999
46.0,22.0,24.0,59.0,,7.898522486532822,2.61,1.91,0.1369999999999999
46.0,22.0,24.0,59.0,,6.384350873009287,2.61,1.6499999999999997,0.17
54.9,45.1,9.8,58.5,,7.898522486532822,2.45,1.5902140672782874,0.1939999999999999
54.9,45.1,9.8,58.5,,6.384350873009287,2.45,1.5392456676860344,0.203
31.8,23.700000000000003,8.1,4.8,,7.898522486532822,2.54,1.875637104994903,0.095
46.7,37.7,9.0,59.5,,7.898522486532822,2.4,1.7125382262996942,0.151
46.7,37.7,9.0,59.5,,6.384350873009287,2.4,1.5698267074413863,0.1889999999999999
31.8,23.700000000000003,8.1,4.8,,6.384350873009287,2.54,1.7125382262996942,0.109
68.0,33.0,35.0,100.0,,7.898522486532822,2.72,1.664,0.226
68.0,33.0,35.0,100.0,,6.384350873009287,2.72,1.361,0.302
68.0,30.0,38.0,100.0,,7.898522486532822,2.67,1.591,0.212
68.0,30.0,38.0,100.0,,6.384350873009287,2.67,1.34,0.345
31.1,23.3,7.8,2.6,,7.898522486532822,2.65,1.7533129459734962,0.115
31.1,23.3,7.8,2.6,,6.384350873009287,2.65,1.5392456676860344,0.123
35.5,23.1,12.4,3.6,,7.898522486532822,2.61,1.946992864424057,0.079
35.5,23.1,12.4,3.6,,6.384350873009287,2.61,1.620795107033639,0.091
26.4,17.2,9.2,3.6,,7.898522486532822,2.52,1.8348623853211008,0.1159999999999999
26.4,17.2,9.2,3.6,,6.384350873009287,2.52,1.6819571865443423,0.135
34.7,25.200000000000003,9.5,3.3,,7.898522486532822,2.75,1.9062181447502544,0.099
34.7,25.200000000000003,9.5,3.3,,6.384350873009287,2.75,1.6921508664627931,0.105
35.8,22.3,13.5,4.5,,7.898522486532822,2.55,1.926605504587156,0.111
35.8,22.3,13.5,4.5,,6.384350873009287,2.55,1.6921508664627931,0.122
35.7,24.1,11.6,2.5,,7.898522486532822,2.6,1.9775739041794085,0.071
35.7,24.1,11.6,2.5,,6.384350873009287,2.6,1.6411824668705404,0.079
29.6,18.200000000000003,11.4,4.6,,7.898522486532822,2.47,1.9367991845056065,0.099
29.6,18.200000000000003,11.4,4.6,,6.384350873009287,2.47,1.8144750254842,0.107
32.6,21.200000000000003,11.4,3.0,,7.898522486532822,2.47,1.8348623853211008,0.102
32.6,21.200000000000003,11.4,3.0,,6.384350873009287,2.47,1.7227319062181443,0.123
52.0,34.8,17.2,100.0,,7.898522486532822,2.62,1.5698267074413863,0.233
52.0,34.8,17.2,100.0,,5.872681011118015,2.62,1.3455657492354738,0.331
52.0,34.8,17.2,100.0,,6.384350873009287,2.62,1.4271151885830784,0.293
30.5,22.1,8.4,4.9,,7.898522486532822,2.47,1.885830784913353,0.104
30.5,22.1,8.4,4.9,,6.384350873009287,2.47,1.743119266055046,0.113
40.4,38.8,1.6,47.4,,6.384350873009287,2.5,1.6615698267074417,0.151
36.4,26.9,9.5,4.7,,7.898522486532822,2.57,1.9062181447502544,0.123
36.4,26.9,9.5,4.7,,6.384350873009287,2.57,1.5902140672782874,0.132
55.0,26.0,29.0,71.5,,7.898522486532822,2.74,1.7619999999999998,0.174
55.0,26.0,29.0,71.5,,6.384350873009287,2.74,1.61,0.2319999999999999
55.0,27.0,28.0,60.0,,7.898522486532822,2.85,1.846,0.144
55.0,27.0,28.0,60.0,,6.384350873009287,2.85,1.64,0.1810999999999999
35.7,27.1,8.6,1.8,,7.898522486532822,2.61,1.9775739041794085,0.076
55.6,46.900000000000006,8.7,61.8,,6.384350873009287,2.53,1.529051987767584,0.258
41.0,24.0,17.0,34.0,,7.898522486532822,2.67,1.8807339449541285,0.14
41.0,24.0,17.0,34.0,,6.384350873009287,2.67,1.7023445463812434,0.188
41.0,24.0,17.0,34.0,,5.872681011118015,2.67,1.6483180428134558,0.208
40.0,23.0,17.0,34.0,,7.898522486532822,2.68,1.91131498470948,0.125
40.0,23.0,17.0,34.0,,6.384350873009287,2.68,1.7206931702344543,0.168
40.0,23.0,17.0,34.0,,5.872681011118015,2.68,1.6697247706422016,0.188
43.0,26.0,17.0,29.0,,7.898522486532822,2.69,1.849133537206932,0.133
43.0,26.0,17.0,34.0,,6.384350873009287,2.69,1.6615698267074417,0.18
43.0,26.0,17.0,34.0,,5.872681011118015,2.69,1.604485219164118,0.193
31.4,19.4,12.0,5.0,,7.898522486532822,2.55,1.783893985728848,0.1119999999999999
31.4,19.4,12.0,5.0,,6.384350873009287,2.55,1.5596330275229358,0.122
29.2,18.7,10.5,4.1,,7.898522486532822,2.58,1.7940876656472988,0.105
29.2,18.7,10.5,29.0,,6.384350873009287,2.58,1.6615698267074417,0.11
34.0,25.2,8.8,4.4,,7.898522486532822,2.53,1.7940876656472988,0.123
34.0,25.2,8.8,4.4,,6.384350873009287,2.53,1.6411824668705404,0.145
46.0,23.0,23.0,60.0,,7.898522486532822,2.7,1.89,0.138
46.0,23.0,23.0,60.0,,6.384350873009287,2.7,1.779816513761468,0.185
35.4,24.9,10.5,2.6,,7.898522486532822,2.67,1.8654434250764529,0.104
35.4,24.9,10.5,2.6,,6.384350873009287,2.67,1.7023445463812434,0.119
37.4,23.2,14.2,4.9,,7.898522486532822,2.81,1.8042813455657487,0.073
37.4,23.2,14.2,29.0,,6.384350873009287,2.81,1.6411824668705404,0.078
36.2,26.700000000000003,9.5,2.4,,7.898522486532822,2.49,1.7737003058103973,0.109
36.2,26.700000000000003,9.5,2.4,,6.384350873009287,2.49,1.7023445463812434,0.126
37.7,25.200000000000003,12.5,4.9,,7.898522486532822,2.55,1.8042813455657487,0.074
37.7,25.200000000000003,12.5,4.9,,6.384350873009287,2.55,1.5902140672782874,0.086
39.7,7.700000000000003,32.0,69.2,,7.898522486532822,2.7,2.038735983690112,0.108
39.7,7.700000000000003,32.0,69.2,,5.872681011118015,2.7,1.7125382262996942,0.178
39.7,7.700000000000003,32.0,69.2,,6.384350873009287,2.7,1.7940876656472988,0.156
42.3,6.099999999999994,36.2,75.8,,7.898522486532822,2.69,1.9673802242609584,0.119
42.3,6.099999999999994,36.2,75.8,,5.872681011118015,2.69,1.6921508664627931,0.191
42.3,6.099999999999994,36.2,75.8,,6.384350873009287,2.69,1.783893985728848,0.165
47.5,15.8,31.7,71.0,,7.898522486532822,2.64,1.6717635066258918,0.181
47.5,15.8,31.7,71.0,,5.872681011118015,2.64,1.4882772680937817,0.24
47.5,15.8,31.7,71.0,,6.384350873009287,2.64,1.5392456676860344,0.22
70.0,32.0,38.0,94.0,,7.898522486532822,2.8,1.743119266055046,0.146
70.0,32.0,38.0,94.0,,5.872681011118015,2.8,1.4780835881753311,0.2319999999999999
70.0,32.0,38.0,94.0,,6.384350873009287,2.8,1.5698267074413863,0.241
27.0,12.0,15.0,76.0,,7.898522486532822,2.75,2.0897043832823647,0.073
27.0,12.0,15.0,76.0,,5.872681011118015,2.75,1.8960244648318043,0.132
27.0,12.0,15.0,76.0,,6.384350873009287,2.75,1.9367991845056065,0.119
35.0,16.0,19.0,89.0,,7.898522486532822,2.8,1.9775739041794085,0.136
35.0,16.0,19.0,89.0,,5.872681011118015,2.8,1.7329255861365953,0.182
35.0,16.0,19.0,89.0,,6.384350873009287,2.8,1.7737003058103973,0.181
53.0,12.0,41.0,88.0,,7.898522486532822,2.9,2.028542303771661,0.119
53.0,12.0,41.0,88.0,,5.872681011118015,2.9,1.7023445463812434,0.187
53.0,12.0,41.0,88.0,,6.384350873009287,2.9,1.82466870540265,0.16
67.0,21.0,46.0,94.0,,7.898522486532822,2.8,1.875637104994903,0.16
67.0,21.0,46.0,94.0,,5.872681011118015,2.8,1.6106014271151885,0.233
67.0,21.0,46.0,94.0,,6.384350873009287,2.8,1.6513761467889907,0.214
29.0,13.0,16.0,52.0,,7.898522486532822,2.68,2.069317023445464,0.103
29.0,13.0,16.0,52.0,,5.872681011118015,2.68,1.885830784913353,0.125
29.0,13.0,16.0,52.0,,6.384350873009287,2.68,1.9367991845056065,0.111
37.0,17.0,20.0,81.0,,7.898522486532822,2.78,1.99796126401631,0.121
37.0,17.0,20.0,81.0,,5.872681011118015,2.78,1.7125382262996942,0.151
37.0,17.0,20.0,81.0,,6.384350873009287,2.78,1.783893985728848,0.135
33.0,14.0,19.0,85.0,,7.898522486532822,2.8,1.9673802242609584,0.1173
33.0,14.0,19.0,85.0,,5.872681011118015,2.8,1.743119266055046,0.171
33.0,14.0,19.0,85.0,,6.384350873009287,2.8,1.8042813455657487,0.1691
31.0,13.0,18.0,74.0,,7.898522486532822,2.8,1.9775739041794085,0.1341
31.0,13.0,18.0,74.0,,5.872681011118015,2.8,1.7533129459734962,0.1723
31.0,13.0,18.0,74.0,,6.384350873009287,2.8,1.8042813455657487,0.1509
24.0,13.0,11.0,62.0,,5.872681011118015,2.8,1.8960244648318043,0.1331
24.0,13.0,11.0,62.0,,6.384350873009287,2.8,2.0489296636085625,0.086
43.0,17.0,26.0,89.0,,7.898522486532822,2.78,1.8960244648318043,0.1404
43.0,17.0,26.0,89.0,,5.872681011118015,2.78,1.6819571865443423,0.2006
43.0,17.0,26.0,89.0,,6.384350873009287,2.78,1.6309887869520896,0.198
32.0,18.0,14.0,85.0,,7.898522486532822,2.8,2.099898063200816,0.1017
32.0,18.0,14.0,85.0,,5.872681011118015,2.8,1.8042813455657487,0.159
32.0,18.0,14.0,85.0,,6.384350873009287,2.8,1.885830784913353,0.1147
37.7,27.500000000000004,10.2,3.4,,7.898522486532822,2.51,1.7227319062181443,0.124
37.7,27.500000000000004,10.2,3.4,,6.384350873009287,2.51,1.620795107033639,0.144
32.3,25.0,7.3,2.4,,7.898522486532822,2.48,1.875637104994903,0.103
32.3,25.0,7.3,2.4,,6.384350873009287,2.48,1.6615698267074417,0.114
35.8,27.1,8.7,3.4,,7.898522486532822,2.62,1.875637104994903,0.098
35.8,27.1,8.7,3.4,,6.384350873009287,2.62,1.600407747196738,0.109
43.3,34.5,8.8,56.2,,7.898522486532822,2.3,1.6483180428134558,0.131
43.3,34.5,8.8,56.2,,6.384350873009287,2.3,1.5902140672782874,0.15
63.5,32.6,30.9,55.7,,7.898522486532822,2.63,1.6513761467889907,0.203
63.5,32.6,30.9,55.7,,5.872681011118015,2.63,1.4413863404689091,0.307
63.5,32.6,30.9,55.7,,6.384350873009287,2.63,1.533129459734964,0.272
54.5,24.44,30.06,63.5,30.75,6.384350873009287,2.68,1.531090723751274,0.2079
55.6,27.48,28.12,75.0,15.98,6.384350873009287,2.68,1.5718654434250765,0.24
45.5,23.96,21.54,31.0,55.4,6.384350873009287,2.68,1.7380224260958206,0.182
37.7,20.19,17.51,38.0,37.7,6.384350873009287,2.68,1.8216106014271152,0.1605
43.0,24.46,18.54,37.0,32.32,6.384350873009287,2.68,1.7339449541284404,0.174
33.9,18.89,15.009999999999998,23.0,69.09,6.384350873009287,2.68,1.827726809378185,0.148
39.05,25.2,13.849999999999998,33.5,37.4,6.384350873009287,2.68,1.709480122324159,0.185
42.45,25.96,16.490000000000002,45.5,30.9,6.384350873009287,2.68,1.715596330275229,0.178
33.7,23.48,10.220000000000002,40.0,57.0,6.384350873009287,2.68,1.859327217125382,0.138
34.1,21.82,12.28,39.0,37.7,6.384350873009287,2.68,1.845056065239552,0.143
32.5,19.75,12.75,41.0,45.75,6.384350873009287,2.68,1.8899082568807333,0.132
36.5,21.5,15.0,32.0,47.63,6.384350873009287,2.68,1.694189602446483,0.1639999999999999
36.2,22.55,13.650000000000002,42.0,48.68,6.384350873009287,2.68,1.91131498470948,0.1169999999999999
33.6,20.42,13.18,33.0,53.29,6.384350873009287,2.68,1.8807339449541285,0.125
30.4,16.92,13.479999999999997,38.0,52.93,6.384350873009287,2.68,1.9694189602446484,0.109
36.8,15.86,20.94,45.0,45.5,6.384350873009287,2.68,1.836901121304791,0.146
53.85,27.46,26.39,57.0,23.75,6.384350873009287,2.68,1.6452599388379203,0.2155
35.15,20.05,15.099999999999998,19.0,48.95,6.384350873009287,2.68,1.9255861365953109,0.124
23.1,15.73,7.370000000000001,15.0,54.18,6.384350873009287,2.68,2.015290519877676,0.093
25.0,16.45,8.55,27.0,59.84,6.384350873009287,2.68,2.019367991845056,0.107
32.0,16.16,15.84,24.0,49.04,6.384350873009287,2.68,2.0336391437308867,0.1
30.8,15.74,15.06,42.0,52.48,6.384350873009287,2.68,1.9694189602446484,0.105
41.4,24.59,16.81,47.0,41.77,6.384350873009287,2.68,1.7849133537206932,0.156
68.3,26.7,41.6,72.97,27.03,6.384350873009287,2.68,1.6666666666666667,0.215
44.3,23.6,20.7,38.66,61.34,6.384350873009287,2.68,1.8267074413863404,0.17
82.5,31.2,51.3,85.28999999999999,14.71,6.384350873009287,2.68,1.5891946992864423,0.228
52.9,27.23,25.67,57.0,41.16,6.384350873009287,2.68,1.63914373088685,0.175
87.5,32.3,55.2,92.39,7.61,6.384350873009287,2.68,1.54638124362895,0.24
75.5,31.0,44.5,78.95,21.05,6.384350873009287,2.68,1.5606523955147809,0.23
58.9,23.6,35.3,62.4,37.6,6.384350873009287,2.68,1.6901121304791027,0.195
63.8,28.3,35.5,68.05,31.95,6.384350873009287,2.68,1.5983690112130478,0.21
54.5,24.44,30.06,56.71,43.29,6.384350873009287,2.68,1.7604485219164117,0.1939999999999999
70.4,25.0,45.400000000000006,78.76,21.24,6.384350873009287,2.68,1.6330275229357798,0.205
49.1,25.2,23.9,66.0,30.23,6.384350873009287,2.68,1.6085626911314983,0.173
66.5,26.25,40.25,69.24,30.76,6.384350873009287,2.68,1.565749235474006,0.2
44.5,20.6,23.9,37.96,62.04,6.384350873009287,2.68,1.762487257900102,0.16
67.9,25.0,42.900000000000006,70.19,29.81,6.384350873009287,2.68,1.6085626911314983,0.212
58.7,24.3,34.400000000000006,60.81,39.19,6.384350873009287,2.68,1.6778797145769624,0.2
68.4,28.7,39.7,75.21000000000001,24.79,6.384350873009287,2.68,1.584097859327217,0.22
60.3,23.8,36.5,63.54,36.46,6.384350873009287,2.68,1.5973496432212029,0.2
69.5,27.8,41.7,81.76,18.24,6.384350873009287,2.68,1.623853211009174,0.22
43.9,24.4,19.5,70.0,25.3,6.384350873009287,2.68,1.6921508664627931,0.16
67.5,28.6,38.9,77.85,22.15,6.384350873009287,2.68,1.5575942915392456,0.205
44.3,23.8,20.5,35.55,64.45,6.384350873009287,2.68,1.7257900101936798,0.17
43.7,23.8,19.9,33.19,66.81,6.384350873009287,2.68,1.8950050968399592,0.15
60.8,26.7,34.099999999999994,67.19,32.81,6.384350873009287,2.68,1.7145769622833842,0.205
43.8,21.8,22.0,36.02,63.98,6.384350873009287,2.68,1.8501529051987768,0.15
56.8,23.6,33.2,57.15,42.85,6.384350873009287,2.68,1.7145769622833842,0.192
47.15,21.78,25.37,65.0,24.94,6.384350873009287,2.68,1.6503567787971458,0.174
54.0,27.8,26.2,62.6,37.4,6.384350873009287,2.68,1.7370030581039753,0.168
39.7,18.6,21.1,46.37,53.63,6.384350873009287,2.68,1.8501529051987768,0.145
57.8,23.2,34.599999999999994,59.620000000000005,40.38,6.384350873009287,2.68,1.672782874617737,0.19
56.3,22.7,33.599999999999994,60.0,40.0,6.384350873009287,2.68,1.7512742099898062,0.19
58.5,24.29,34.21,60.89,39.11,6.384350873009287,2.68,1.6483180428134558,0.195
55.0,19.6,35.4,50.33,49.67,6.384350873009287,2.68,1.7686034658511722,0.18
65.0,21.6,43.4,78.78999999999999,21.21,6.384350873009287,2.68,1.6177370030581038,0.205
21.0,16.0,5.0,12.0,35.0,6.384350873009287,2.68,2.252803261977574,0.065
37.0,16.0,21.0,7.0,9.0,6.384350873009287,2.68,2.028542303771661,0.0905
26.0,11.0,15.0,8.0,15.0,6.384350873009287,2.68,2.079510703363914,0.1
27.0,13.0,14.0,12.0,19.0,6.384350873009287,2.68,2.0897043832823647,0.09
24.0,13.0,11.0,7.0,46.0,6.384350873009287,2.68,1.99796126401631,0.12
46.35,25.45,20.9,56.0,33.89,6.384350873009287,2.68,1.7196738022426097,0.1989999999999999
26.0,15.0,11.0,6.0,12.0,6.384350873009287,2.68,2.110091743119266,0.08
24.0,14.0,10.0,10.0,18.0,6.384350873009287,2.68,2.1916411824668702,0.08
31.0,17.0,14.0,5.0,15.0,6.384350873009287,2.68,2.099898063200816,0.09
21.0,12.0,9.0,12.0,41.0,6.384350873009287,2.68,2.059123343527013,0.099
44.0,22.0,22.0,7.0,4.0,6.384350873009287,2.68,1.743119266055046,0.18
19.0,13.0,6.0,8.0,40.0,6.384350873009287,2.68,1.99796126401631,0.095
31.0,21.0,10.0,6.0,25.0,6.384350873009287,2.68,1.926605504587156,0.13
38.0,21.0,17.0,9.0,27.0,6.384350873009287,2.68,1.9164118246687047,0.13
30.0,18.0,12.0,6.0,14.0,6.384350873009287,2.68,2.018348623853211,0.1
48.25,25.47,22.78,53.0,42.44,6.384350873009287,2.68,1.777777777777778,0.172
40.0,26.0,14.0,10.0,26.0,6.384350873009287,2.68,1.6819571865443423,0.2
28.0,17.0,11.0,3.0,9.0,6.384350873009287,2.68,2.1508664627930685,0.085
20.0,12.0,8.0,4.0,18.0,6.384350873009287,2.68,2.0489296636085625,0.06
37.0,19.0,18.0,4.0,8.0,6.384350873009287,2.68,2.059123343527013,0.1
22.0,11.0,11.0,4.0,18.0,6.384350873009287,2.68,2.1610601427115186,0.08
25.0,19.0,6.0,2.0,2.0,6.384350873009287,2.68,2.0489296636085625,0.11
26.0,15.0,11.0,26.0,14.0,6.384350873009287,2.68,1.9164118246687047,0.14
56.75,23.49,33.260000000000005,74.0,24.45,6.384350873009287,2.68,1.4301732925586137,0.25
47.55,25.9,21.65,57.0,38.58,6.384350873009287,2.68,1.7420998980632008,0.1639999999999999
53.0,19.0,34.0,18.0,15.0,6.384350873009287,2.68,1.99796126401631,0.11
29.0,14.0,15.0,18.0,18.0,6.384350873009287,2.68,2.079510703363914,0.1
52.0,31.0,21.0,17.0,16.0,6.384350873009287,2.68,1.4882772680937817,0.23
62.0,33.0,29.0,31.0,10.0,6.384350873009287,2.68,1.3353720693170232,0.3
47.0,30.0,17.0,14.0,14.0,6.384350873009287,2.68,1.5188583078491336,0.275
32.0,14.0,18.0,26.0,31.0,6.384350873009287,2.68,1.9164118246687047,0.14
45.0,27.0,18.0,28.0,31.0,6.384350873009287,2.68,1.6615698267074417,0.19
30.0,14.0,16.0,19.0,36.0,6.384350873009287,2.68,2.038735983690112,0.1
27.0,16.0,11.0,24.0,35.0,6.384350873009287,2.68,1.9775739041794085,0.1
44.1,21.72,22.380000000000003,50.0,27.23,6.384350873009287,2.68,1.8053007135575945,0.166
35.0,19.0,16.0,16.0,16.0,6.384350873009287,2.68,1.9367991845056065,0.11
25.0,13.0,12.0,14.0,29.0,6.384350873009287,2.68,1.8960244648318043,0.14
39.0,19.0,20.0,26.0,22.0,6.384350873009287,2.68,1.8042813455657487,0.16
26.0,12.0,14.0,17.0,33.0,6.384350873009287,2.68,2.110091743119266,0.09
26.0,15.0,11.0,35.0,27.0,6.384350873009287,2.68,1.946992864424057,0.13
34.0,21.0,13.0,22.0,37.0,6.384350873009287,2.68,1.8960244648318043,0.135
28.0,16.0,12.0,19.0,27.0,6.384350873009287,2.68,2.018348623853211,0.115
40.15,25.67,14.479999999999997,59.0,35.62,6.384350873009287,2.68,1.838939857288481,0.163
33.0,16.0,17.0,46.0,26.0,6.384350873009287,2.68,1.9164118246687047,0.14
25.0,13.0,12.0,13.0,24.0,6.384350873009287,2.68,2.069317023445464,0.09
30.0,16.0,14.0,21.0,39.0,6.384350873009287,2.68,1.99796126401631,0.11
33.0,18.0,15.0,30.0,28.0,6.384350873009287,2.68,1.743119266055046,0.155
39.0,22.0,17.0,14.0,24.0,6.384350873009287,2.68,1.8960244648318043,0.139
25.0,13.0,12.0,28.0,72.0,6.384350873009287,2.68,1.9062181447502544,0.135
34.0,25.0,9.0,11.0,60.0,6.384350873009287,2.68,1.8042813455657487,0.14
35.0,19.0,16.0,11.0,60.0,6.384350873009287,2.68,1.763506625891947,0.17
25.0,18.0,7.0,10.0,48.0,6.384350873009287,2.68,2.0489296636085625,0.09
40.0,23.0,17.0,3.0,53.0,6.384350873009287,2.68,1.6513761467889907,0.21
39.45,24.09,15.360000000000005,55.0,36.8,6.384350873009287,2.68,1.6595310907237513,0.188
26.0,13.0,13.0,14.0,66.0,6.384350873009287,2.68,1.9062181447502544,0.11
53.0,34.0,19.0,21.0,46.0,6.384350873009287,2.68,1.365953109072375,0.32
39.0,18.0,21.0,49.0,49.0,6.384350873009287,2.68,1.7737003058103973,0.16
23.0,12.0,11.0,21.0,79.0,6.384350873009287,2.68,1.82466870540265,0.14
37.0,15.0,22.0,35.0,63.0,6.384350873009287,2.68,1.9164118246687047,0.13
27.0,10.0,17.0,30.0,57.0,6.384350873009287,2.68,2.069317023445464,0.095
47.0,19.0,28.0,31.0,61.0,6.384350873009287,2.68,1.7737003058103973,0.17
32.0,12.0,20.0,23.0,70.0,6.384350873009287,2.68,1.926605504587156,0.12
28.0,15.0,13.0,33.0,45.0,6.384350873009287,2.68,1.957186544342508,0.119
21.0,11.0,10.0,30.0,44.0,6.384350873009287,2.68,2.038735983690112,0.1
44.7,24.64,20.06,52.0,37.28,6.384350873009287,2.68,1.6228338430173292,0.184
25.0,12.0,13.0,43.0,40.0,6.384350873009287,2.68,1.9164118246687047,0.11
22.0,10.0,12.0,31.0,45.0,6.384350873009287,2.68,2.038735983690112,0.1
30.0,17.0,13.0,14.0,45.0,6.384350873009287,2.68,2.099898063200816,0.08
83.0,43.0,40.0,21.0,61.0,6.384350873009287,2.68,1.294597349643221,0.32
41.0,22.0,19.0,48.0,51.0,6.384350873009287,2.68,1.6615698267074417,0.19
32.0,20.0,12.0,44.0,38.0,6.384350873009287,2.68,1.783893985728848,0.17
29.0,14.0,15.0,39.0,43.0,6.384350873009287,2.68,1.9367991845056065,0.14
57.0,24.0,33.0,98.0,2.0,6.384350873009287,2.68,1.6819571865443423,0.22
45.0,28.0,17.0,53.0,33.0,6.384350873009287,2.68,1.7227319062181443,0.17
32.0,16.0,16.0,55.0,41.0,6.384350873009287,2.68,1.7737003058103973,0.16
41.7,23.65,18.050000000000004,74.0,23.91,6.384350873009287,2.68,1.6371049949031595,0.192
48.0,22.0,26.0,92.0,3.0,6.384350873009287,2.68,1.6106014271151885,0.22
35.0,17.0,18.0,50.0,48.0,6.384350873009287,2.68,1.8348623853211008,0.13
32.0,12.0,20.0,51.0,48.0,6.384350873009287,2.68,1.8144750254842,0.15
42.0,22.0,20.0,78.0,21.0,6.384350873009287,2.68,1.5800203873598369,0.21
42.0,15.0,27.0,53.0,9.0,6.384350873009287,2.68,1.7329255861365953,0.17
30.0,12.0,18.0,52.0,40.0,6.384350873009287,2.68,1.9062181447502544,0.13
37.0,18.0,19.0,73.0,27.0,6.384350873009287,2.68,1.7329255861365953,0.19
40.0,18.0,22.0,65.0,30.0,6.384350873009287,2.68,1.7737003058103973,0.17
